SrNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentnType,AmountUSD,HundredMillionOrMore,OneMillionOrMore,Funded,Industry,BangaloreBased,InMegaCity,TechRelated,PrivateEquity,SeedFunding,PrivateOrSeed,Year,FiveMillionOrMore,TopInvestor
143,18-Nov,InCred Finance,Finance,SME Lending,India,"Paragon Partners, Individual Investors",Private Equity,42000000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2018,1,No
144,18-Nov,Roposo,Social Media,Video Sharing,Delhi,Bertelsmann India Investments,Series B,1700000,No,Yes,Yes,Other,No,No,No,No,No,No,2018,0,No
145,18-Oct,Northmist,Fashion,Mens Wear,Delhi,Prashant Jaiswal,Seed/Angel Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2018,0,No
146,18-Oct,Origo Commodities India Pvt. Ltd,Logistics,Supply Chain,Hyderabad,"Cooperative Oikocredit, Caspian and Hivos-Triodos Fund",Seed/Angel Funding,11000000,No,Yes,Yes,Other,No,No,No,No,Yes,Yes,2018,1,No
147,18-Oct,Grover Zampa,Food,Wine,Mumbai,Ravi Viswanathan,Private Equity,8200000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2018,1,No
148,18-Oct,Droom,Automobile,New and Used Cars Platform,Gurgaon,ZigExN,Series E,3000000,No,Yes,Yes,Other,No,No,No,No,No,No,2018,0,No
149,18-Oct,Innov8,Real Estate,Co-Working,New Delhi,Credence Family Office,Pre-Series A,4000000,No,Yes,Yes,Other,No,Yes,No,No,No,No,2018,0,No
150,18-Oct,Blackbuck,Logistics Tech,Largest Trucking Platform,Bangalore,Sequoia Capital India,Private Funding,14680000,No,Yes,Yes,Other,Yes,Yes,No,No,No,No,2018,1,No
151,18-Oct,LetsTransport,Logistics Tech,Book Trucks Online,Bangalore,Fosun International,Series C,12000000,No,Yes,Yes,Other,Yes,Yes,No,No,No,No,2018,1,No
152,18-Sep,Netmeds,Consumer Internet,Online Pharmacy Chain,Chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Private Equity,35000000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2018,1,No
153,18-Sep,Udaan,B2B Platform,Logistics and Shipping,Bangalore,DST Global and Lightspeed Venture Partners\\xe2\\x80\\x99 global fund.,Private Equity,225000000,Yes,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2018,1,No
154,18-Sep,Daily hunt,Consumer Internet,News and ebooks Mobile App\\xc2\\xa0,Bangalore,Falcon Edge,Private Equity,6390000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2018,1,No
155,18-Sep,3HCare,Healthcare,Healthcare Service Provider,Delhi,N/A,Seed/Angel Funding,1000000,No,Yes,Yes,Other,No,No,No,No,Yes,Yes,2018,0,No
156,18-Sep,HappyGoEasy,Consumer Internet,Online Travel Agecy,Gurugram,"Korea Investment Partners (KIP), Samsung and China-based CITIC Capital and others",Private Equity,0,No,No,No,Consumer Internet,No,No,Yes,Yes,No,Yes,2018,0,No
157,18-Sep,Nykaa,Consumer Internet,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,Mumbai,Lighthouse,Private Equity,157200000,Yes,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2018,1,No
158,18-Sep,Mad Street Den,Technology,Computer Vision And Artificial Intelligence (Ai) Platform,Chennai,KDDI\\xc2\\xa0,Private Equity,0,No,No,No,Other,No,Yes,Yes,Yes,No,Yes,2018,0,No
159,18-Sep,Dream11,Consumer Internet,Online Gaming Platform,Mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Private Equity,100000000,Yes,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2018,1,No
160,18-Sep,MamaEarth,Healthcare,Online Marketplace For Mother and Babycare Products,Gurugram,Stellaris Ventures & Others,Private Equity,4000000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2018,0,No
161,18-Sep,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bangalore,"CLP Holdings Group, Innogy, \\xc3\\x98rstead, and Tenaska",Private Equity,32000000,No,Yes,Yes,Other,Yes,Yes,Yes,Yes,No,Yes,2018,1,No
162,18-Sep,Pharmeasy,Consumer Internet,Online Marketplace For Pharmaceutical Products,Mumbai,InnoVen Capital,Debt Funding,5500000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,No,No,No,2018,1,No
163,18-Sep,Upwards,Fin-Tech,Online Micro Lending Marketplace,Mumbai,"Shunwei Capital,Quotient, Mayfield & Others",Private Equity,5000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2018,1,No
164,18-Sep,Kissht,Fin-Tech,Online lending Platform,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.\\n\\n",Private Equity,30000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2018,1,No
165,18-Aug,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bangalore,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners",Seed/Angel Funding,400000,No,No,Yes,Other,Yes,Yes,No,No,Yes,Yes,2018,0,No
166,18-Aug,HealthFin,Finance,Patient FiUnknowncing Platform,Pune,"Axilor, Sprout Venture Partners and others",Seed/Angel Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2018,0,No
167,18-Aug,Samosa Labs,Consumer Internet,Social Media and Chat Entertainment Platform,Hyderabad,Xiaomi and Sequoia Capital India,Private Equity,7000000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2018,1,No
168,18-Aug,ZiffyHomes,Consumer Internet,Online Home Rental Marketplace,Gurugram,Y Combinator,Private Equity,120000,No,No,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2018,0,No
169,18-Aug,My OmNamo,Consumer Internet,Holy Platform Offering Customised Puja Packages To Individuals and Corporates,Mumbai,N/A,Seed/Angel Funding,1000000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2018,0,No
170,18-Aug,ShopX,Consumer Internet,Assisted E-commerce Platform,Bangalore,Fung Strategic Holdings,Private Equity,35000000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2018,1,No
171,18-Aug,MakeMyTrip,Consumer Internet,Online Travel Aggregator,Gurugram,MakeMyTrip Limited,Private Equity,10000000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2018,1,No
172,18-Aug,Hansel io,Consumer Internet,Real-time Mobile App Management,Bangalore,Vertex Ventures,Seed/Angel Funding,4000000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2018,0,No
173,18-Aug,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,Bangalore,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Private Equity,12200000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2018,1,No
174,18-Aug,Phone Pe,Consumer Internet,UPI Payments App,Bangalore,Flipkart,Private Equity,66000000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2018,1,No
175,18-Aug,quizizz,Ed-Tech,e-learning Platform,Bangalore,"Nexus Venture Partners, Prime Venture Partners and Others",Seed/Angel Funding,3000000,No,Yes,Yes,Other,Yes,Yes,No,No,Yes,Yes,2018,0,No
176,18-Aug,Happy EMI,Fin-Tech,Consumer FiUnknowncing Platform,Bangalore,AJ Ventures and Jain International Trade Organisation (JITO),Seed/Angel Funding,1000000,No,Yes,Yes,Other,Yes,Yes,No,No,Yes,Yes,2018,0,No
177,18-Aug,Inthree,Consumer Internet,Rural E-commerce Platform,Chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Seed/Angel Funding,4000000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2018,0,No
178,18-Aug,Observe AI,Technology,AI Based Solutions Platform,Bangalore,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",Private Equity,8000000,No,Yes,Yes,Other,Yes,Yes,Yes,Yes,No,Yes,2018,1,No
179,18-Aug,Enakshi,Consumer Internet,AI Based Solutions Platform,Ahmedabad,N/A,Seed/Angel Funding,114811,No,No,Yes,Consumer Internet,No,No,Yes,No,Yes,Yes,2018,0,No
180,18-Aug,EazyDiner,Consumer Internet,Online Restaurant Table Reservation Platform,Gurugram,Denlow Investment Trust and Beenext,Private Equity,5850000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2018,1,No
181,18-Aug,Finzy,Finance,Online Loan Matchmaking Platform,Bangalore,N/A,Seed/Angel Funding,1000000,No,Yes,Yes,Other,Yes,Yes,No,No,Yes,Yes,2018,0,No
182,18-Aug,RawPressery,Consumer Internet,Online Organic Juice Delivery Service,Mumbai,Alteria Capital,Debt Funding,4800000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,No,No,No,2018,0,No
183,18-Aug,Pi Ventures,Technology,Applied Artificial Intelligence and IoT focused\\xc2\\xa0Platform,Bangalore,CDC Group plc\\xc2\\xa0,Private Equity,6000000,No,Yes,Yes,Other,Yes,Yes,Yes,Yes,No,Yes,2018,1,No
184,18-Aug,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurugram,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",Private Equity,14270000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2018,1,No
185,18-Aug,ZestMoney,Consumer Internet,Online Lending Platform,Bangalore,"Xiaomi,PayU, Ribbit Capital and Omidyar Network",Private Equity,13400000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2018,1,No
186,18-Aug,Shubh Loans,Fin-Tech,Customer Sourcing Platform\\xc2\\xa0,Bangalore,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",Private Equity,4200000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2018,0,No
187,18-Aug,MyUpchar,Healthcare,Local Language Health Content App,Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Private Equity,5000000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2018,1,No
188,18-Aug,Narvar,IT,Post-Purchase Customer Engagement Platform\\xc2\\xa0,Bangalore,Accel (formerly known as Accel Partners),Private Equity,3000000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2018,0,No
189,18-Aug,True North,Finance,Private Equity Firm,Mumbai,N/A,Private Equity,600000000,Yes,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2018,1,No
190,18-Jul,Leena AI,Technology,HR Virtual Agent For Employees,Gurugram,Y Combinator,Seed/Angel Funding,0,No,No,No,Other,No,No,Yes,No,Yes,Yes,2018,0,No
191,18-Jul,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurugram,Ajay Relan and Vinay Mittal,Seed/Angel Funding,1000000,No,Yes,Yes,Consumer Internet,No,No,Yes,No,Yes,Yes,2018,0,No
192,18-Jul,Anchanto,IT,E-commerce Fulfilment Platform,Pune,MDI Ventures & Telkom Indonesia,Private Equity,4000000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2018,0,No
193,18-Jul,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital",Private Equity,6250000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2018,1,No
194,18-Jul,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,Info Edge (India) Ltd and Temasek,Private Equity,27700000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2018,1,No
195,18-Jul,zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bangalore,Info Edge (India) Ltd,Seed/Angel Funding,440000,No,No,Yes,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2018,0,No
196,18-Jul,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bangalore,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed/Angel Funding,1100000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2018,0,No
197,18-Jul,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed/Angel Funding,437000,No,No,Yes,Consumer Internet,No,No,Yes,No,Yes,Yes,2018,0,No
198,18-Jul,iNICU,Healthcare,Med-tech Platform Providing Care For Newborns,Delhi,Venture Catalysts,Seed/Angel Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2018,0,No
199,18-Jul,Kinara Capital,Finance,Lending Platform For Micro and Small Enterprises,Bangalore,ResponsAbility,Private Equity,5000000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2018,1,No
200,18-Jul,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,5000000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2018,1,No
201,18-Jul,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,2500000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2018,0,No
202,18-Jul,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed/Angel Funding,180000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2018,0,No
203,18-Jul,5th Vital,Healthcare,Home diagnostics services provider,Bangalore,Brand Capital and Others,Seed/Angel Funding,500000,No,No,Yes,Other,Yes,Yes,No,No,Yes,Yes,2018,0,No
204,18-Jul,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed/Angel Funding,175000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2018,0,No
205,18-Jul,Ofbusiness,Finance,Online Lending Platform For SME,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Equity,29000000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2018,1,No
206,18-Jul,Cars24,Consumer Internet,Online Used Car Marketplace,Gurugram,"Kingsway FCI Fund, KCK Global & Others",Private Equity,49700000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2018,1,No
207,18-Jul,The Ken,Consumer Internet,Subscription-Only News Website,Bangalore,Omidyar Network & Others,Seed/Angel Funding,1500000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2018,0,No
208,18-Jul,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,100000000,Yes,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2018,1,No
209,18-Jul,HousingMan,Consumer Internet,Property Discovery Platform,Bangalore,N/A,Seed/Angel Funding,1500000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2018,0,No
210,18-Jul,PaySense,Consumer Internet,Online Consumer Lending Platform,Mumbai,PayU & Others,Private Equity,18000000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2018,1,No
211,18-Jul,Yulu Bikes,Technology,Bicycle-Sharing Platform,Bangalore,N/A,Seed/Angel Funding,0,No,No,No,Other,Yes,Yes,Yes,No,Yes,Yes,2018,0,No
212,18-Jul,VTION,Technology,Media Analytics,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed/Angel Funding,280000,No,No,Yes,Other,No,No,Yes,No,Yes,Yes,2018,0,No
213,18-Jul,Log9 Materials,Technology,Unknownotechnology Company Specializing In Graphene,Bangalore,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed/Angel Funding,436000,No,No,Yes,Other,Yes,Yes,Yes,No,Yes,Yes,2018,0,No
214,18-Jul,kidovators,Ed-Tech,Skill Learning Platform,Bangalore,Gray Matters,Seed/Angel Funding,180000,No,No,Yes,Other,Yes,Yes,No,No,Yes,Yes,2018,0,No
215,18-Jul,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,45000000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2018,1,No
216,18-Jul,Black Soil,Finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,17000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2018,1,No
217,18-Jul,Trell,Consumer Internet,Mobile-First Video Blogging App,Bangalore,"BeeNext , WEH Ventures and Sprout Ventures",Seed/Angel Funding,1250000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2018,0,No
218,18-Jul,iqlect,Technology,Data Analytics Firm,Bangalore,Ventureast and Exfinity,Seed/Angel Funding,2500000,No,Yes,Yes,Other,Yes,Yes,Yes,No,Yes,Yes,2018,0,No
219,18-Jul,Entropik,IT,Software-As-A-Service Platform,Bangalore,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed/Angel Funding,1100000,No,Yes,Yes,Other,Yes,Yes,No,No,Yes,Yes,2018,0,No
220,18-Jul,Bitla Software,Technology,Travel-Focused Tech Startup,Bangalore,MakeMyTrip,Private Equity,0,No,No,No,Other,Yes,Yes,Yes,Yes,No,Yes,2018,0,No
221,18-Jul,TheCapitalNet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,500000,No,No,Yes,Other,No,No,No,Yes,No,Yes,2018,0,No
222,18-Jul,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,11000000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2018,1,No
223,18-Jul,Cure Fit,Consumer Internet,Health and fitness Platform,Bangalore,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,120000000,Yes,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2018,1,No
224,18-Jul,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,100000000,Yes,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2018,1,No
225,18-Jul,Healthsignz,Healthcare,Health and Well being Platform,Hyderabad,Kantilal Patel,Seed/Angel Funding,5000000,No,Yes,Yes,Other,No,No,No,No,Yes,Yes,2018,1,No
226,18-Jun,CoinTribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,10000000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2018,1,No
227,18-Jun,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bangalore,Aspire Logistics LLC,Seed/Angel Funding,125000,No,No,Yes,Other,Yes,Yes,Yes,No,Yes,Yes,2018,0,No
228,18-Jun,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed/Angel Funding,0,No,No,No,Other,No,No,Yes,No,Yes,Yes,2018,0,No
229,18-Jun,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Seed/Angel Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2018,0,No
230,18-Jun,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,Seed/Angel Funding,0,No,No,No,Other,No,Yes,No,No,Yes,Yes,2018,0,No
231,18-Jun,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,23000000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2018,1,No
232,18-Jun,Meesho,Consumer Internet,Online Marketplace For Resellers,Bangalore,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,11500000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2018,1,No
233,18-Jun,AyeFinance,Finance,Online Lending Platform,Gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,21500000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2018,1,No
234,18-Jun,Theranosis,Healthcare,Specialised diagnostics Platform,Hyderabad,Mumbai Angels Network,Seed/Angel Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2018,0,No
235,18-Jun,Alpha Capital,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,14800000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2018,1,No
236,18-Jun,eshakti,E-Commerce,Fashion e-tailer,Chennai,Paragon Partners,Private Equity,10100000,No,Yes,Yes,Other,No,Yes,Yes,Yes,No,Yes,2018,1,No
237,18-Jun,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bangalore,Saama Capital and Sequoia Capital,Seed/Angel Funding,3000000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2018,0,No
238,18-Jun,NirogStreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar",Seed/Angel Funding,300000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2018,0,No
239,18-Jun,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed/Angel Funding,450000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2018,0,No
240,18-Jun,What\\xe2\\x80\\x99s Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurugram,Rannvijay Singha,Seed/Angel Funding,0,No,No,No,Consumer Internet,No,No,Yes,No,Yes,Yes,2018,0,No
241,18-Jun,HomeLane,Consumer Internet,Online Home Furnishing Solutions,Bangalore,Brand Capital,Seed/Angel Funding,3450000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2018,0,No
242,18-Jun,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,4800000,No,Yes,Yes,Other,No,Yes,Yes,Yes,No,Yes,2018,0,No
243,18-Jun,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,21000000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2018,1,No
244,18-Jun,Elucidata,IT,Data Analytics (SaaS),Delhi & Cambridge,Hyperplane Venture Capital and several angel investors,Seed/Angel Funding,1700000,No,Yes,Yes,Other,No,No,No,No,Yes,Yes,2018,0,No
245,18-Jun,Chrysalis,Ed-Tech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Seed/Angel Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2018,0,No
246,18-Jun,RentSher,Consumer Internet,Online Rental Marketplace,Bangalore,"Shorooq Investments, LetsVenture & Others",Seed/Angel Funding,1100000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2018,0,No
247,18-Jun,Drip capital,Finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,15000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2018,1,No
248,18-Jun,WickedRide,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bangalore,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,9100000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2018,1,No
249,18-Jun,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,200000000,Yes,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2018,1,No
250,18-Jun,HipBar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bangalore,Diageo India,Private Equity,4000000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2018,0,No
251,18-Jun,Sqqrl,Finance,App-based investment platform,Gurugram,Equanimity Venture Fund,Seed/Angel Funding,1000000,No,Yes,Yes,Other,No,No,No,No,Yes,Yes,2018,0,No
